image_filename,label
image_414.jpg,4
image_415.jpg,4
image_416.jpg,8
image_417.jpg,1
image_418.jpg,5
image_419.jpg,8
image_420.jpg,9
image_421.jpg,5
image_422.jpg,6
image_423.jpg,7
image_424.jpg,9
image_425.jpg,9
image_426.jpg,3
image_427.jpg,7
image_428.jpg,0
image_429.jpg,9
image_430.jpg,0
image_431.jpg,6
image_432.jpg,6
image_433.jpg,2
image_434.jpg,3
image_435.jpg,9
image_436.jpg,0
image_437.jpg,7
image_438.jpg,5
image_439.jpg,4
image_440.jpg,8
image_441.jpg,0
image_442.jpg,9
image_443.jpg,4
image_444.jpg,1
image_445.jpg,2
image_446.jpg,8
image_447.jpg,7
image_448.jpg,1
image_449.jpg,2
image_450.jpg,6
image_451.jpg,1
image_452.jpg,0
image_453.jpg,3
image_454.jpg,0
image_455.jpg,1
image_456.jpg,1
image_457.jpg,8
image_458.jpg,2
image_459.jpg,0
image_460.jpg,3
image_461.jpg,9
image_462.jpg,4
image_463.jpg,0
image_464.jpg,5
image_465.jpg,0
image_466.jpg,6
image_467.jpg,1
image_468.jpg,7
image_469.jpg,7
image_470.jpg,8
image_471.jpg,1
image_472.jpg,9
image_473.jpg,2
image_474.jpg,0
image_475.jpg,5
image_476.jpg,1
image_477.jpg,2
image_478.jpg,2
image_479.jpg,7
image_480.jpg,3
image_481.jpg,5
image_482.jpg,4
image_483.jpg,9
image_484.jpg,7
image_485.jpg,1
image_486.jpg,8
image_487.jpg,3
image_488.jpg,9
image_489.jpg,6
image_490.jpg,0
image_491.jpg,3
image_492.jpg,1
image_493.jpg,1
image_494.jpg,2
image_495.jpg,6
image_496.jpg,3
image_497.jpg,5
image_498.jpg,7
image_499.jpg,6
image_500.jpg,8
image_501.jpg,3
image_502.jpg,9
image_503.jpg,5
image_504.jpg,8
image_505.jpg,5
image_506.jpg,7
image_507.jpg,6
image_508.jpg,1
image_509.jpg,1
image_510.jpg,3
image_511.jpg,1
image_512.jpg,7
image_513.jpg,5
image_514.jpg,5
image_515.jpg,5
image_516.jpg,2
image_517.jpg,5
image_518.jpg,8
image_519.jpg,7
image_520.jpg,0
image_521.jpg,9
image_522.jpg,7
image_523.jpg,7
image_524.jpg,5
image_525.jpg,0
image_526.jpg,9
image_527.jpg,0
image_528.jpg,0
image_529.jpg,8
image_530.jpg,9
image_531.jpg,2
image_532.jpg,4
image_533.jpg,8
image_534.jpg,1
image_535.jpg,6
image_536.jpg,1
image_537.jpg,6
image_538.jpg,5
image_539.jpg,1
image_540.jpg,8
image_541.jpg,3
image_542.jpg,4
image_543.jpg,0
image_544.jpg,5
image_545.jpg,5
image_546.jpg,8
image_547.jpg,3
image_548.jpg,6
image_549.jpg,2
image_550.jpg,3
image_551.jpg,9
image_552.jpg,2
image_553.jpg,1
image_554.jpg,1
image_555.jpg,5
image_556.jpg,2
image_557.jpg,1
image_558.jpg,3
image_559.jpg,2
image_560.jpg,8
image_561.jpg,7
image_562.jpg,3
image_563.jpg,7
image_564.jpg,2
image_565.jpg,4
image_566.jpg,6
image_567.jpg,9
image_568.jpg,7
image_569.jpg,2
image_570.jpg,4
image_571.jpg,2
image_572.jpg,8
image_573.jpg,1
image_574.jpg,1
image_575.jpg,3
image_576.jpg,8
image_577.jpg,4
image_578.jpg,0
image_579.jpg,6
image_580.jpg,5
image_581.jpg,9
image_582.jpg,3
image_583.jpg,0
image_584.jpg,9
image_585.jpg,2
image_586.jpg,4
image_587.jpg,7
image_588.jpg,1
image_589.jpg,2
image_590.jpg,9
image_591.jpg,4
image_592.jpg,2
image_593.jpg,6
image_594.jpg,1
image_595.jpg,8
image_596.jpg,9
image_597.jpg,0
image_598.jpg,6
image_599.jpg,6
image_600.jpg,7
image_601.jpg,9
image_602.jpg,9
image_603.jpg,8
image_604.jpg,0
image_605.jpg,1
image_606.jpg,4
image_607.jpg,4
image_608.jpg,6
image_609.jpg,7
image_610.jpg,1
image_611.jpg,5
image_612.jpg,7
image_613.jpg,0
image_614.jpg,3
image_615.jpg,5
image_616.jpg,8
image_617.jpg,4
image_618.jpg,7
image_619.jpg,1
image_620.jpg,2
image_621.jpg,5
image_622.jpg,9
image_623.jpg,5
image_624.jpg,6
image_625.jpg,7
image_626.jpg,5
image_627.jpg,9
image_628.jpg,8
image_629.jpg,8
image_630.jpg,3
image_631.jpg,6
image_632.jpg,9
image_633.jpg,7
image_634.jpg,0
image_635.jpg,7
image_636.jpg,5
image_637.jpg,7
image_638.jpg,1
image_639.jpg,1
image_640.jpg,0
image_641.jpg,7
image_642.jpg,9
image_643.jpg,2
image_644.jpg,3
image_645.jpg,7
image_646.jpg,3
image_647.jpg,2
image_648.jpg,4
image_649.jpg,1
image_650.jpg,6
image_651.jpg,2
image_652.jpg,7
image_653.jpg,5
image_654.jpg,5
image_655.jpg,7
image_656.jpg,4
image_657.jpg,0
image_658.jpg,2
image_659.jpg,6
image_660.jpg,3
image_661.jpg,6
image_662.jpg,4
image_663.jpg,0
image_664.jpg,4
image_665.jpg,2
image_666.jpg,6
image_667.jpg,0
image_668.jpg,0
image_669.jpg,0
image_670.jpg,0
image_671.jpg,3
image_672.jpg,1
image_673.jpg,6
image_674.jpg,2
image_675.jpg,2
image_676.jpg,3
image_677.jpg,1
image_678.jpg,4
image_679.jpg,1
image_680.jpg,5
image_681.jpg,4
image_682.jpg,6
image_683.jpg,4
image_684.jpg,7
image_685.jpg,2
image_686.jpg,8
image_687.jpg,7
image_688.jpg,9
image_689.jpg,2
image_690.jpg,0
image_691.jpg,5
image_692.jpg,1
image_693.jpg,4
image_694.jpg,2
image_695.jpg,8
image_696.jpg,3
image_697.jpg,2
image_698.jpg,4
image_699.jpg,1
image_700.jpg,5
image_701.jpg,4
image_702.jpg,6
image_703.jpg,0
image_704.jpg,7
image_705.jpg,9
image_706.jpg,8
image_707.jpg,4
image_708.jpg,9
image_709.jpg,8
image_710.jpg,0
image_711.jpg,1
image_712.jpg,1
image_713.jpg,0
image_714.jpg,2
image_715.jpg,2
image_716.jpg,3
image_717.jpg,2
image_718.jpg,4
image_719.jpg,4
image_720.jpg,5
image_721.jpg,8
image_722.jpg,6
image_723.jpg,5
image_724.jpg,7
image_725.jpg,7
image_726.jpg,8
image_727.jpg,8
image_728.jpg,9
image_729.jpg,7
image_730.jpg,4
image_731.jpg,7
image_732.jpg,3
image_733.jpg,2
image_734.jpg,0
image_735.jpg,8
image_736.jpg,6
image_737.jpg,8
image_738.jpg,6
image_739.jpg,1
image_740.jpg,6
image_741.jpg,8
image_742.jpg,9
image_743.jpg,4
image_744.jpg,0
image_745.jpg,9
image_746.jpg,0
image_747.jpg,4
image_748.jpg,1
image_749.jpg,5
image_750.jpg,4
image_751.jpg,7
image_752.jpg,5
image_753.jpg,3
image_754.jpg,7
image_755.jpg,4
image_756.jpg,9
image_757.jpg,8
image_758.jpg,5
image_759.jpg,8
image_760.jpg,6
image_761.jpg,3
image_762.jpg,8
image_763.jpg,6
image_764.jpg,9
image_765.jpg,9
image_766.jpg,1
image_767.jpg,8
image_768.jpg,3
image_769.jpg,5
image_770.jpg,8
image_771.jpg,6
image_772.jpg,5
image_773.jpg,9
image_774.jpg,7
image_775.jpg,2
image_776.jpg,5
image_777.jpg,0
image_778.jpg,8
image_779.jpg,5
image_780.jpg,1
image_781.jpg,1
image_782.jpg,0
image_783.jpg,9
image_784.jpg,1
image_785.jpg,8
image_786.jpg,6
image_787.jpg,7
image_788.jpg,0
image_789.jpg,9
image_790.jpg,3
image_791.jpg,0
image_792.jpg,8
image_793.jpg,8
image_794.jpg,9
image_795.jpg,6
image_796.jpg,7
image_797.jpg,8
image_798.jpg,4
image_799.jpg,7
image_800.jpg,5
image_801.jpg,9
image_802.jpg,2
image_803.jpg,6
image_804.jpg,7
image_805.jpg,4
image_806.jpg,5
image_807.jpg,9
image_808.jpg,2
image_809.jpg,3
image_810.jpg,1
image_811.jpg,6
image_812.jpg,3
image_813.jpg,9
image_814.jpg,2
image_815.jpg,2
image_816.jpg,5
image_817.jpg,6
image_818.jpg,8
image_819.jpg,0
image_820.jpg,7
image_821.jpg,7
image_822.jpg,1
image_823.jpg,9
image_824.jpg,8
image_825.jpg,7
image_826.jpg,0
image_827.jpg,9
image_828.jpg,9
image_829.jpg,4
image_830.jpg,6
image_831.jpg,2
image_832.jpg,8
image_833.jpg,5
image_834.jpg,1
image_835.jpg,4
image_836.jpg,1
image_837.jpg,5
image_838.jpg,5
image_839.jpg,1
image_840.jpg,7
image_841.jpg,3
image_842.jpg,6
image_843.jpg,4
image_844.jpg,3
image_845.jpg,2
image_846.jpg,5
image_847.jpg,6
image_848.jpg,4
image_849.jpg,4
image_850.jpg,0
image_851.jpg,4
image_852.jpg,4
image_853.jpg,6
image_854.jpg,7
image_855.jpg,2
image_856.jpg,4
image_857.jpg,3
image_858.jpg,3
image_859.jpg,8
image_860.jpg,0
image_861.jpg,0
image_862.jpg,3
image_863.jpg,2
image_864.jpg,2
image_865.jpg,9
image_866.jpg,8
image_867.jpg,2
image_868.jpg,3
image_869.jpg,7
image_870.jpg,0
image_871.jpg,1
image_872.jpg,1
image_873.jpg,0
image_874.jpg,2
image_875.jpg,3
image_876.jpg,3
image_877.jpg,8
image_878.jpg,4
image_879.jpg,3
image_880.jpg,5
image_881.jpg,7
image_882.jpg,6
image_883.jpg,4
image_884.jpg,7
image_885.jpg,7
image_886.jpg,8
image_887.jpg,5
image_888.jpg,9
image_889.jpg,7
image_890.jpg,0
image_891.jpg,3
image_892.jpg,1
image_893.jpg,6
image_894.jpg,2
image_895.jpg,4
image_896.jpg,3
image_897.jpg,4
image_898.jpg,4
image_899.jpg,7
image_900.jpg,5
image_901.jpg,9
image_902.jpg,6
image_903.jpg,9
image_904.jpg,0
image_905.jpg,7
image_906.jpg,1
image_907.jpg,4
image_908.jpg,2
image_909.jpg,7
image_910.jpg,3
image_911.jpg,6
image_912.jpg,7
image_913.jpg,5
image_914.jpg,8
image_915.jpg,4
image_916.jpg,5
image_917.jpg,5
image_918.jpg,2
image_919.jpg,7
image_920.jpg,1
image_921.jpg,1
image_922.jpg,5
image_923.jpg,6
image_924.jpg,8
image_925.jpg,5
image_926.jpg,8
image_927.jpg,4
image_928.jpg,0
image_929.jpg,7
image_930.jpg,9
image_931.jpg,9
image_932.jpg,2
image_933.jpg,9
image_934.jpg,7
image_935.jpg,7
image_936.jpg,8
image_937.jpg,7
image_938.jpg,4
image_939.jpg,2
image_940.jpg,6
image_941.jpg,9
image_942.jpg,1
image_943.jpg,7
image_944.jpg,0
image_945.jpg,6
image_946.jpg,4
image_947.jpg,2
image_948.jpg,5
image_949.jpg,7
image_950.jpg,0
image_951.jpg,7
image_952.jpg,1
image_953.jpg,0
image_954.jpg,3
image_955.jpg,7
image_956.jpg,6
image_957.jpg,5
image_958.jpg,0
image_959.jpg,6
image_960.jpg,1
image_961.jpg,5
image_962.jpg,1
image_963.jpg,7
image_964.jpg,8
image_965.jpg,5
image_966.jpg,0
image_967.jpg,3
image_968.jpg,4
image_969.jpg,7
image_970.jpg,7
image_971.jpg,5
image_972.jpg,7
image_973.jpg,8
image_974.jpg,6
image_975.jpg,9
image_976.jpg,3
image_977.jpg,8
image_978.jpg,6
image_979.jpg,1
image_980.jpg,0
image_981.jpg,9
image_982.jpg,7
image_983.jpg,1
image_984.jpg,3
image_985.jpg,0
image_986.jpg,5
image_987.jpg,6
image_988.jpg,4
image_989.jpg,4
image_990.jpg,2
image_991.jpg,4
image_992.jpg,4
image_993.jpg,3
image_994.jpg,1
image_995.jpg,7
image_996.jpg,7
image_997.jpg,6
image_998.jpg,0
image_999.jpg,3
image_1000.jpg,6
